0,1,2,3,4,5,6
0,0,206,0,0,0,0
0,0,203,0,0,0,0
0,0,219,0,0,0,0
0,0,217,0,0,0,0
0,0,218,0,0,0,0
0,0,205,0,0,0,0
0,0,217,0,0,0,0
