0,1,2,3,4,5,6
209,0,0,0,0,0,0
232,0,0,0,0,0,0
207,0,0,0,0,0,0
228,0,0,0,0,0,0
205,0,0,0,0,0,0
197,0,0,0,0,0,0
207,0,0,0,0,0,0
