0,1,2,3,4,5,6,7
0,0,0,0,212,0,0,0
0,0,0,0,189,0,0,0
0,0,0,0,231,0,0,0
0,0,0,0,214,0,0,0
0,0,0,0,225,0,0,0
0,0,0,0,222,0,0,0
0,0,0,0,192,0,0,0
0,0,0,0,228,0,0,0
