0,1,2,3,4,5,6
0,209,0,0,0,0,0
0,251,0,0,0,0,0
0,202,0,0,0,0,0
0,198,0,0,0,0,0
0,209,0,0,0,0,0
0,202,0,0,0,0,0
0,214,0,0,0,0,0
