0,1,2,3,4,5,6
0,0,0,0,0,206,0
0,0,0,0,0,219,0
0,0,0,0,0,206,0
0,0,0,0,0,203,0
0,0,0,0,7,190,0
0,0,0,0,0,214,0
0,0,0,0,0,240,0
