,0
feature 16095,0.0
feature 16096,0.0
feature 16097,0.0
feature 16098,0.0
feature 16099,0.0
feature 16100,0.0
feature 16101,0.0
feature 16102,0.0
feature 16103,0.0
feature 16104,0.0
feature 16105,0.0
feature 16106,0.0
feature 16107,0.0
feature 16108,0.0
feature 16109,0.0
feature 16110,0.0
feature 16111,0.0
feature 16112,0.0
feature 16113,0.00042105263157894425
feature 16114,0.0
feature 16115,0.0
feature 16116,0.0
feature 16117,0.0
feature 16118,0.0
feature 16119,0.0
feature 16120,0.0
feature 16121,0.0
feature 16122,0.0
feature 16123,0.0
feature 16124,0.0
feature 16125,0.0
feature 16126,0.0
feature 16127,0.0
feature 16128,0.0
feature 16129,0.0
feature 16130,0.0
feature 16131,0.0
feature 16132,0.0
feature 16133,0.0
feature 16134,0.0
feature 16135,0.0
feature 16136,0.0
feature 16137,0.0
feature 16138,0.0
feature 16139,0.0
feature 16140,0.0
feature 16141,0.0
feature 16142,0.0
feature 16143,0.0
feature 16144,0.0008421052631578885
feature 16145,0.0
feature 16146,0.00042105263157894425
feature 16147,0.0
feature 16148,0.0
feature 16149,0.0
feature 16150,0.0
feature 16151,0.0
feature 16152,0.0
feature 16153,0.0
feature 16154,0.0
feature 16155,0.0
feature 16156,0.00042105263157894425
feature 16157,0.0
feature 16158,0.0
feature 16159,0.0
feature 16160,0.0
feature 16161,0.0
feature 16162,0.0
feature 16163,0.0
feature 16164,0.0
feature 16165,0.0
feature 16166,0.0
feature 16167,0.0
feature 16168,0.0
feature 16169,0.0
feature 16170,0.0
feature 16171,0.0
feature 16172,0.0
feature 16173,0.0
feature 16174,0.0
feature 16175,0.0
feature 16176,0.0
feature 16177,0.0
feature 16178,0.0
feature 16179,0.0
feature 16180,0.0
feature 16181,0.0
feature 16182,0.0
feature 16183,0.0
feature 16184,0.0
feature 16185,0.0
feature 16186,0.0
feature 16187,0.0
feature 16188,0.0
feature 16189,0.0
feature 16190,0.0
feature 16191,0.0
feature 16192,0.0
feature 16193,0.0
feature 16194,0.0
feature 16195,0.0
feature 16196,0.0
feature 16197,0.0
feature 16198,0.0
feature 16199,0.0
feature 16200,0.00042105263157894425
feature 16201,0.0
feature 16202,0.0
feature 16203,0.0
feature 16204,0.0
feature 16205,0.0
feature 16206,0.0
feature 16207,0.0
feature 16208,0.0
feature 16209,0.0
feature 16210,0.0
feature 16211,0.0
feature 16212,0.0
feature 16213,0.0
feature 16214,0.0
feature 16215,0.0
feature 16216,0.0
feature 16217,0.0
feature 16218,0.0
feature 16219,0.0
feature 16220,0.0
feature 16221,0.0
feature 16222,0.0
feature 16223,0.0
feature 16224,0.0
feature 16225,0.0
feature 16226,0.0
feature 16227,0.0
feature 16228,0.0
feature 16229,0.0
feature 16230,-0.002105263157894721
feature 16231,0.0
feature 16232,0.0
feature 16233,0.0
feature 16234,0.0
feature 16235,0.0
feature 16236,0.003368421052631576
feature 16237,0.0
feature 16238,0.0
feature 16239,0.0
feature 16240,0.0
feature 16241,0.0
feature 16242,0.0
feature 16243,0.0
feature 16244,0.0
feature 16245,0.0
feature 16246,0.0
feature 16247,0.0
feature 16248,0.0
feature 16249,0.0
feature 16250,0.0
feature 16251,0.0
feature 16252,0.0
feature 16253,0.0
feature 16254,0.0
feature 16255,0.0
feature 16256,0.0
feature 16257,0.003368421052631554
feature 16258,0.0
feature 16259,0.0
feature 16260,0.0
feature 16261,0.0
feature 16262,0.0
feature 16263,0.0
feature 16264,0.0
feature 16265,0.0
feature 16266,0.0
feature 16267,0.0
feature 16268,0.0
feature 16269,0.0
feature 16270,0.0
feature 16271,0.0
feature 16272,0.0
feature 16273,0.0
feature 16274,0.0
feature 16275,0.0
feature 16276,0.0
feature 16277,0.0
feature 16278,0.0
feature 16279,0.0
feature 16280,0.0
feature 16281,0.0
feature 16282,0.0
feature 16283,0.0
feature 16284,0.0
feature 16285,0.0
feature 16286,0.0
feature 16287,0.0
feature 16288,0.0
feature 16289,0.0
feature 16290,0.0
feature 16291,0.0
feature 16292,0.0
feature 16293,0.0
feature 16294,0.0
feature 16295,0.0
feature 16296,0.0
feature 16297,0.0
feature 16298,0.0
feature 16299,0.0
feature 16300,0.0
feature 16301,0.0
feature 16302,0.0
feature 16303,0.0
feature 16304,0.0
feature 16305,0.0
feature 16306,0.0
feature 16307,-0.001684210526315777
feature 16308,0.0
feature 16309,0.0
feature 16310,0.0
feature 16311,0.0
feature 16312,0.0
feature 16313,0.0
feature 16314,0.0
feature 16315,0.0
feature 16316,0.0
feature 16317,0.0
feature 16318,0.0
feature 16319,0.0
feature 16320,0.0
feature 16321,0.0
feature 16322,0.0
feature 16323,0.0
feature 16324,0.0
feature 16325,0.0
feature 16326,0.0
feature 16327,0.0
feature 16328,0.0
feature 16329,0.0
feature 16330,0.0
feature 16331,0.0
feature 16332,0.0
feature 16333,0.0
feature 16334,0.0
feature 16335,0.0
feature 16336,0.0
feature 16337,0.0
feature 16338,0.0
feature 16339,0.0
feature 16340,0.0
feature 16341,0.0
feature 16342,0.0
feature 16343,0.0
feature 16344,0.0
feature 16345,0.0
feature 16346,0.0
feature 16347,0.0
feature 16348,0.0
feature 16349,0.0
feature 16350,0.0
feature 16351,0.0
feature 16352,0.0
feature 16353,0.0
feature 16354,0.0
feature 16355,0.0
feature 16356,0.0
feature 16357,0.0
feature 16358,0.0
feature 16359,0.0
feature 16360,0.0
feature 16361,0.0
feature 16362,0.0
feature 16363,0.0
feature 16364,0.0
feature 16365,0.0
feature 16366,0.0
feature 16367,0.0012631578947368328
feature 16368,0.0
feature 16369,0.0
feature 16370,0.0
feature 16371,0.0
feature 16372,0.0
feature 16373,0.0
feature 16374,0.0
feature 16375,0.0
feature 16376,0.0
feature 16377,0.0
feature 16378,0.0
feature 16379,0.0
feature 16380,0.0
feature 16381,0.0
feature 16382,0.0
feature 16383,0.0
feature 16384,0.0
feature 16385,0.0
feature 16386,0.0
feature 16387,0.0
feature 16388,0.0
feature 16389,0.0
feature 16390,0.0
feature 16391,0.0
feature 16392,0.0
feature 16393,0.0
feature 16394,0.0
feature 16395,0.0
feature 16396,0.0
feature 16397,0.0
feature 16398,0.0
feature 16399,0.0
feature 16400,0.0
feature 16401,0.0
feature 16402,0.0
feature 16403,0.0
feature 16404,0.0
feature 16405,0.0
feature 16406,0.0
feature 16407,0.0
feature 16408,0.0
feature 16409,0.0
feature 16410,0.0
feature 16411,0.0
feature 16412,0.0
feature 16413,0.0
feature 16414,0.0
feature 16415,0.0
feature 16416,0.0
feature 16417,0.0
feature 16418,0.0
feature 16419,0.0
feature 16420,0.0
feature 16421,0.0
feature 16422,0.00042105263157894425
feature 16423,0.0
feature 16424,0.0
feature 16425,0.0
feature 16426,0.0
feature 16427,0.0
feature 16428,0.0
feature 16429,0.0
feature 16430,0.0
feature 16431,0.0
feature 16432,0.0
feature 16433,0.0
feature 16434,0.0
feature 16435,0.0
feature 16436,0.0
feature 16437,0.0
feature 16438,0.0
feature 16439,0.0
feature 16440,0.0
feature 16441,0.0
feature 16442,0.0
feature 16443,0.0
feature 16444,0.0
feature 16445,0.0
feature 16446,0.0
feature 16447,0.0
feature 16448,0.0
feature 16449,0.0
feature 16450,0.0
feature 16451,0.0
feature 16452,0.0
feature 16453,0.0
feature 16454,0.0
feature 16455,0.0
feature 16456,0.0
feature 16457,0.0
feature 16458,0.0
feature 16459,0.0
feature 16460,0.0
feature 16461,0.0
feature 16462,0.0
feature 16463,0.0
feature 16464,0.0
feature 16465,0.0
feature 16466,0.0
feature 16467,0.0
feature 16468,0.0
feature 16469,0.0
feature 16470,0.0
feature 16471,0.0
feature 16472,0.0
feature 16473,0.0
feature 16474,0.0
feature 16475,0.0
feature 16476,0.0
feature 16477,0.0
feature 16478,0.0
feature 16479,0.0
feature 16480,0.0
feature 16481,0.0
feature 16482,0.0
feature 16483,0.0
feature 16484,0.0
feature 16485,0.0
feature 16486,0.0
feature 16487,0.0
feature 16488,0.0
feature 16489,0.0
feature 16490,0.0
feature 16491,0.0
feature 16492,0.0
feature 16493,0.0
feature 16494,0.0
feature 16495,0.0
feature 16496,0.0
feature 16497,0.0
feature 16498,0.0
feature 16499,0.0
feature 16500,0.0
feature 16501,0.0
feature 16502,0.0
feature 16503,0.0
feature 16504,0.0
feature 16505,0.0
feature 16506,0.0
feature 16507,0.0
feature 16508,0.0
feature 16509,0.0
feature 16510,0.0
feature 16511,0.0
feature 16512,0.0
feature 16513,0.0
feature 16514,0.0
feature 16515,0.0
feature 16516,0.0
feature 16517,0.0
feature 16518,0.0
feature 16519,0.0
feature 16520,0.0
feature 16521,0.0
feature 16522,0.0
feature 16523,0.0
feature 16524,0.0
feature 16525,0.0
feature 16526,0.0
feature 16527,0.0
feature 16528,0.0
feature 16529,0.0
feature 16530,0.0
feature 16531,0.0
feature 16532,0.0
feature 16533,0.0
feature 16534,0.0
feature 16535,0.0
feature 16536,0.0
feature 16537,0.0
feature 16538,0.0
feature 16539,0.0
feature 16540,0.0
feature 16541,0.0
feature 16542,0.0
feature 16543,0.0
feature 16544,0.0
feature 16545,0.0
feature 16546,0.0
feature 16547,0.0
feature 16548,0.0
feature 16549,0.004631578947368431
feature 16550,0.0
feature 16551,0.0
feature 16552,0.0
feature 16553,0.0
feature 16554,0.0
feature 16555,0.0
feature 16556,0.0
feature 16557,0.0
feature 16558,0.0
feature 16559,0.0
feature 16560,0.0
feature 16561,0.0
feature 16562,0.0
feature 16563,0.0
feature 16564,0.0
feature 16565,0.0
feature 16566,0.0
feature 16567,0.0
feature 16568,0.0
feature 16569,0.0
feature 16570,0.0
feature 16571,0.0
feature 16572,0.0
feature 16573,0.0
feature 16574,0.0
feature 16575,0.0
feature 16576,0.0
feature 16577,0.0
feature 16578,0.0
feature 16579,0.0
feature 16580,0.0
feature 16581,0.0
feature 16582,0.0
feature 16583,0.0
feature 16584,0.0
feature 16585,0.0
feature 16586,0.0
feature 16587,0.0
feature 16588,0.0
feature 16589,0.0
feature 16590,0.0
feature 16591,0.0
feature 16592,0.0
feature 16593,0.0
feature 16594,0.0
feature 16595,0.0
feature 16596,0.0
feature 16597,0.0
feature 16598,0.0
feature 16599,0.0
feature 16600,0.0
feature 16601,0.0
feature 16602,0.0
feature 16603,0.0
feature 16604,0.0
feature 16605,0.0
feature 16606,0.0
feature 16607,0.0
feature 16608,0.0
feature 16609,0.0
feature 16610,0.0
feature 16611,0.0
feature 16612,0.0
feature 16613,0.0
feature 16614,0.0
feature 16615,0.0
feature 16616,0.0
feature 16617,0.0
feature 16618,0.0
feature 16619,0.0
feature 16620,0.0
feature 16621,0.0
feature 16622,0.0
feature 16623,0.0
feature 16624,0.0
feature 16625,0.0
feature 16626,0.0
feature 16627,0.0
feature 16628,0.0
feature 16629,0.0
feature 16630,0.0
feature 16631,0.0
feature 16632,0.0
feature 16633,0.0
feature 16634,0.0
feature 16635,0.0
feature 16636,0.0
feature 16637,0.0
feature 16638,0.0
feature 16639,0.0
feature 16640,0.0
feature 16641,0.0
feature 16642,0.0
feature 16643,0.0
feature 16644,0.0
feature 16645,0.0
feature 16646,0.0
feature 16647,0.0
feature 16648,0.0
feature 16649,0.0
feature 16650,0.0
feature 16651,0.0
feature 16652,0.0
feature 16653,0.0
feature 16654,0.0
feature 16655,0.0
feature 16656,0.0
feature 16657,0.0
feature 16658,0.0
feature 16659,0.0
feature 16660,0.0
feature 16661,0.0
feature 16662,0.0
feature 16663,0.0
feature 16664,0.0
feature 16665,0.0
feature 16666,0.0
feature 16667,0.0
feature 16668,0.0
feature 16669,0.0
feature 16670,0.0
feature 16671,0.0
feature 16672,0.0
feature 16673,0.0
feature 16674,0.0
feature 16675,0.0
feature 16676,0.0
feature 16677,0.0
feature 16678,0.0
feature 16679,0.0
feature 16680,0.0
feature 16681,0.0
feature 16682,0.0
feature 16683,0.0
feature 16684,0.0
feature 16685,0.0
feature 16686,0.0
feature 16687,0.0
feature 16688,0.0
feature 16689,0.0
feature 16690,0.0
feature 16691,0.0
feature 16692,0.0
feature 16693,0.0
feature 16694,0.0
feature 16695,0.0
feature 16696,0.0
feature 16697,0.0
feature 16698,0.0
feature 16699,0.0
feature 16700,0.0
feature 16701,0.0
feature 16702,0.0
feature 16703,-0.00042105263157894425
feature 16704,0.0
feature 16705,0.0
feature 16706,0.0
feature 16707,0.0
feature 16708,0.0
feature 16709,0.0
feature 16710,0.0
feature 16711,0.0
feature 16712,0.0
feature 16713,0.0
feature 16714,0.0
feature 16715,0.0
feature 16716,0.0
feature 16717,0.0
feature 16718,0.0
feature 16719,0.0
feature 16720,0.0
feature 16721,0.0
feature 16722,0.0
feature 16723,0.0
feature 16724,0.0
feature 16725,0.0
feature 16726,0.0
feature 16727,0.0
feature 16728,0.0
feature 16729,0.0
feature 16730,0.0
feature 16731,0.0
feature 16732,0.0
feature 16733,0.0
feature 16734,0.0
feature 16735,0.0
feature 16736,0.0
feature 16737,0.0
feature 16738,0.0
feature 16739,0.0
feature 16740,0.0
feature 16741,0.0
feature 16742,0.0
feature 16743,0.0
feature 16744,0.0
feature 16745,0.0
feature 16746,0.0
feature 16747,0.0
feature 16748,0.0
feature 16749,0.0
feature 16750,0.0
feature 16751,0.0
feature 16752,0.0
feature 16753,0.0
feature 16754,0.0
feature 16755,0.0
feature 16756,0.0
feature 16757,0.0
feature 16758,0.0
feature 16759,0.0
feature 16760,0.0
feature 16761,0.0
feature 16762,0.0
feature 16763,0.0
feature 16764,0.0
feature 16765,0.0
feature 16766,0.0
feature 16767,0.0
feature 16768,0.0
feature 16769,0.0
feature 16770,0.0
feature 16771,0.0
feature 16772,0.0
feature 16773,0.0
feature 16774,0.0
feature 16775,0.0
feature 16776,0.0
feature 16777,0.0
feature 16778,0.0
feature 16779,0.0
feature 16780,0.0
feature 16781,0.0
feature 16782,0.0
feature 16783,0.0
feature 16784,0.0
feature 16785,0.0
feature 16786,0.0
feature 16787,0.0
feature 16788,0.0
feature 16789,0.0
feature 16790,0.0
feature 16791,0.0
feature 16792,0.0
feature 16793,0.0
feature 16794,0.0
feature 16795,0.0
feature 16796,0.0
feature 16797,0.0
feature 16798,0.0
feature 16799,0.0
feature 16800,0.0
feature 16801,0.0
feature 16802,0.0
feature 16803,0.0
feature 16804,0.0
feature 16805,0.0
feature 16806,0.0
feature 16807,0.0
feature 16808,0.0
feature 16809,0.0
feature 16810,0.0
feature 16811,0.0
feature 16812,0.0
feature 16813,0.0
feature 16814,0.0
feature 16815,0.0
feature 16816,0.0
feature 16817,0.0
feature 16818,0.0
feature 16819,0.0
feature 16820,0.0
feature 16821,0.0
feature 16822,0.0
feature 16823,0.0
feature 16824,0.0
feature 16825,0.0
feature 16826,0.0
feature 16827,0.0
feature 16828,0.0
feature 16829,0.0
feature 16830,0.0
feature 16831,0.0
feature 16832,0.0
feature 16833,0.0
feature 16834,0.0
feature 16835,0.0
feature 16836,0.0
feature 16837,0.0
feature 16838,0.0
feature 16839,0.0
feature 16840,0.0
feature 16841,0.0
feature 16842,0.0
feature 16843,0.0
feature 16844,0.0
feature 16845,0.0
feature 16846,0.0
feature 16847,0.0
feature 16848,0.0
feature 16849,0.0
feature 16850,0.0
feature 16851,0.0
feature 16852,0.0
feature 16853,0.0
feature 16854,0.0
feature 16855,0.0
feature 16856,0.0
feature 16857,0.0
feature 16858,0.0
feature 16859,0.0
feature 16860,0.0
feature 16861,0.0
feature 16862,0.0
feature 16863,0.0
feature 16864,0.0
feature 16865,0.0
feature 16866,0.0
feature 16867,0.0
feature 16868,0.0
feature 16869,0.0
feature 16870,0.0
feature 16871,0.0
feature 16872,0.0
feature 16873,0.0
feature 16874,0.0
feature 16875,0.0
feature 16876,0.0
feature 16877,0.0
feature 16878,0.0
feature 16879,0.0
feature 16880,0.0
feature 16881,0.0
feature 16882,0.0008421052631578885
feature 16883,0.0
feature 16884,0.0
feature 16885,0.0
feature 16886,0.0
feature 16887,0.0
feature 16888,0.0
feature 16889,0.0
feature 16890,0.0
feature 16891,0.0
feature 16892,0.0
feature 16893,0.0
feature 16894,0.0
feature 16895,0.0
feature 16896,-0.0029473684210526096
feature 16897,0.0
feature 16898,0.0
feature 16899,0.0
feature 16900,0.0
feature 16901,0.0
feature 16902,0.0
feature 16903,0.0
feature 16904,0.0
feature 16905,0.0
feature 16906,0.0
feature 16907,0.0
feature 16908,0.0
feature 16909,0.0
feature 16910,0.0
feature 16911,0.0
feature 16912,0.0
feature 16913,0.0
feature 16914,0.0
feature 16915,0.0
feature 16916,0.0
feature 16917,0.0
feature 16918,0.0
feature 16919,0.0
feature 16920,0.0
feature 16921,0.0
feature 16922,0.0
feature 16923,0.0
feature 16924,0.0
feature 16925,0.0
feature 16926,0.0
feature 16927,0.0
feature 16928,0.0
feature 16929,0.0
feature 16930,0.0
feature 16931,0.0
feature 16932,0.0
feature 16933,0.0
feature 16934,0.0
feature 16935,0.0
feature 16936,0.0
feature 16937,0.0
feature 16938,0.0
feature 16939,0.0
feature 16940,0.0
feature 16941,0.0
feature 16942,0.0
feature 16943,0.0
feature 16944,0.0
feature 16945,0.0
feature 16946,0.0
feature 16947,0.0
feature 16948,0.0
feature 16949,0.0
feature 16950,0.0
feature 16951,0.0
feature 16952,0.0
feature 16953,0.0
feature 16954,0.0
feature 16955,0.0
feature 16956,0.0
feature 16957,0.0
feature 16958,0.0
feature 16959,0.0
feature 16960,0.0
feature 16961,0.0
feature 16962,0.0
feature 16963,0.0
feature 16964,0.0
feature 16965,0.0
feature 16966,0.0
feature 16967,0.0
feature 16968,0.0
feature 16969,0.0
feature 16970,0.0
feature 16971,0.0
feature 16972,0.0
feature 16973,0.0
feature 16974,0.0
feature 16975,0.0
feature 16976,0.0
feature 16977,0.0
feature 16978,0.0
feature 16979,0.0
feature 16980,0.0
feature 16981,0.0
feature 16982,0.0
feature 16983,0.0
feature 16984,0.0
feature 16985,0.0
feature 16986,0.0
feature 16987,0.0
feature 16988,0.0
feature 16989,0.0
feature 16990,0.0
feature 16991,0.0025263157894736877
feature 16992,0.0
feature 16993,0.0
feature 16994,0.0
feature 16995,0.0
feature 16996,0.0
feature 16997,0.0
feature 16998,0.0
feature 16999,0.0
feature 17000,0.0
feature 17001,0.0
feature 17002,0.0
feature 17003,0.0
feature 17004,0.0
feature 17005,0.0
feature 17006,0.0
feature 17007,0.0
feature 17008,0.0
feature 17009,0.00042105263157894425
feature 17010,0.0
feature 17011,0.0
feature 17012,0.0
feature 17013,0.0
feature 17014,0.0
feature 17015,0.0
feature 17016,0.0
feature 17017,0.0
feature 17018,0.0
feature 17019,0.0
feature 17020,0.0
feature 17021,0.0
feature 17022,0.0
feature 17023,0.0
feature 17024,0.0
feature 17025,0.0
feature 17026,0.0
feature 17027,0.0
feature 17028,0.0
feature 17029,0.0
feature 17030,0.0
feature 17031,0.0
feature 17032,0.0
feature 17033,0.0
feature 17034,0.0
feature 17035,0.0
feature 17036,0.0
feature 17037,0.0
feature 17038,0.0
feature 17039,0.0
feature 17040,0.0
feature 17041,0.0
feature 17042,0.0
feature 17043,0.0
feature 17044,0.0
feature 17045,0.0
feature 17046,0.0
feature 17047,0.0
feature 17048,0.0
feature 17049,0.0
feature 17050,0.0
feature 17051,0.0
feature 17052,0.0
feature 17053,0.0
feature 17054,0.0
feature 17055,0.0
feature 17056,0.0
feature 17057,0.0
feature 17058,0.0
feature 17059,0.0
feature 17060,0.0
feature 17061,0.0
feature 17062,0.0
feature 17063,0.0
feature 17064,0.0
feature 17065,0.0
feature 17066,0.0
feature 17067,0.0
feature 17068,0.0
feature 17069,0.0
feature 17070,0.0
feature 17071,0.0
feature 17072,0.0
feature 17073,0.0
feature 17074,0.0
feature 17075,0.0
feature 17076,0.0
feature 17077,0.0
feature 17078,0.0
feature 17079,0.0
feature 17080,0.0
feature 17081,0.0
feature 17082,0.0
feature 17083,0.0
feature 17084,0.0
feature 17085,0.0
feature 17086,0.0
feature 17087,0.0
feature 17088,0.0
feature 17089,0.0
feature 17090,0.0
feature 17091,0.0
feature 17092,0.0
feature 17093,0.0
feature 17094,0.0
feature 17095,0.0
feature 17096,0.0
feature 17097,0.0
feature 17098,0.0
feature 17099,0.0
feature 17100,0.0
feature 17101,0.0
feature 17102,0.0
feature 17103,0.0
feature 17104,0.0
feature 17105,0.0
feature 17106,0.0
feature 17107,0.0
feature 17108,0.0
feature 17109,0.0
feature 17110,0.0
feature 17111,0.0
feature 17112,0.0
feature 17113,0.0
feature 17114,0.0
feature 17115,0.0
feature 17116,0.0
feature 17117,0.0
feature 17118,0.0
feature 17119,0.0
feature 17120,0.0
feature 17121,0.002105263157894721
feature 17122,0.0
feature 17123,0.0
feature 17124,0.0
feature 17125,0.0
feature 17126,0.0
feature 17127,0.003789473684210498
feature 17128,0.0
feature 17129,0.0
feature 17130,0.0
feature 17131,0.0
feature 17132,0.0
feature 17133,0.0
feature 17134,0.0
feature 17135,0.0
feature 17136,0.0
feature 17137,0.0
feature 17138,0.0
feature 17139,0.0
feature 17140,0.0
feature 17141,0.0
feature 17142,0.0
feature 17143,0.0
feature 17144,0.0
feature 17145,0.0
feature 17146,0.0
feature 17147,0.0
feature 17148,0.0
feature 17149,0.0
feature 17150,0.0
feature 17151,0.0
feature 17152,0.0
feature 17153,0.0
feature 17154,0.0
feature 17155,0.0
feature 17156,0.0
feature 17157,0.0
feature 17158,0.0
feature 17159,0.0
feature 17160,0.0
feature 17161,0.0
feature 17162,0.0
feature 17163,0.0
feature 17164,0.0
feature 17165,0.0
feature 17166,0.0
feature 17167,-0.0008421052631578885
feature 17168,0.0
feature 17169,0.0
feature 17170,0.0
feature 17171,0.0
feature 17172,0.0
feature 17173,0.0
feature 17174,0.0
feature 17175,0.0
feature 17176,0.0
feature 17177,0.0
feature 17178,0.0
feature 17179,0.0
feature 17180,0.0
feature 17181,0.0
feature 17182,0.0
feature 17183,0.0
feature 17184,0.0
feature 17185,0.0
feature 17186,0.0
feature 17187,0.0
feature 17188,0.0
feature 17189,0.0
feature 17190,0.0
feature 17191,0.0
feature 17192,0.0
feature 17193,0.0
feature 17194,0.0
feature 17195,0.0
feature 17196,0.0
feature 17197,0.0
feature 17198,0.0
feature 17199,0.0
feature 17200,0.0
feature 17201,0.0
feature 17202,0.0
feature 17203,0.0
feature 17204,0.0008421052631578885
feature 17205,0.0
feature 17206,0.0
feature 17207,0.0
feature 17208,0.0
feature 17209,0.0
feature 17210,0.0
feature 17211,0.0
feature 17212,0.0
feature 17213,0.0
feature 17214,0.0
feature 17215,0.0
feature 17216,0.0
feature 17217,0.0
feature 17218,0.0
feature 17219,0.0
feature 17220,0.0
feature 17221,0.0
feature 17222,0.0
feature 17223,0.0
feature 17224,0.0
feature 17225,0.0
feature 17226,0.0
feature 17227,0.0
feature 17228,0.0
feature 17229,0.0
feature 17230,0.0
feature 17231,0.0
feature 17232,0.0
feature 17233,0.0
feature 17234,0.0
feature 17235,0.0
feature 17236,0.0
feature 17237,0.0
feature 17238,0.0
feature 17239,0.0
feature 17240,0.0
feature 17241,0.0
feature 17242,0.0
feature 17243,0.0
feature 17244,0.0
feature 17245,-0.0008421052631578885
feature 17246,0.0
feature 17247,0.0
feature 17248,0.0
feature 17249,0.0
feature 17250,0.0
feature 17251,0.0
feature 17252,0.0
feature 17253,0.0
feature 17254,0.0
feature 17255,0.0
feature 17256,0.0
feature 17257,0.0
feature 17258,0.0
feature 17259,0.0
feature 17260,0.0
feature 17261,0.0
feature 17262,0.0
feature 17263,0.0
feature 17264,0.0
feature 17265,0.0
feature 17266,0.0
feature 17267,0.0
feature 17268,0.0
feature 17269,0.0
feature 17270,0.0
feature 17271,0.0
feature 17272,0.0
feature 17273,0.0
feature 17274,0.0
feature 17275,0.0
feature 17276,0.0
feature 17277,0.0
feature 17278,0.0
feature 17279,0.0
feature 17280,0.0
feature 17281,0.0
feature 17282,0.0
feature 17283,0.0
feature 17284,0.0
feature 17285,0.0
feature 17286,0.0
feature 17287,0.0
feature 17288,0.0
feature 17289,0.0
feature 17290,0.0
feature 17291,0.0
feature 17292,0.0
feature 17293,0.0
feature 17294,0.0
feature 17295,0.0
feature 17296,0.0
feature 17297,0.0
feature 17298,0.0
feature 17299,0.0
feature 17300,0.0
feature 17301,0.0
feature 17302,0.0
feature 17303,0.0
feature 17304,0.0
feature 17305,0.0
feature 17306,0.0
feature 17307,0.0
feature 17308,0.0
feature 17309,0.0
feature 17310,0.0
feature 17311,0.0
feature 17312,0.0
feature 17313,0.0
feature 17314,0.0
feature 17315,0.0
feature 17316,0.0
feature 17317,0.0
feature 17318,0.0
feature 17319,0.0
feature 17320,0.0
feature 17321,0.0
feature 17322,0.0
feature 17323,0.0
feature 17324,0.0
feature 17325,0.0
feature 17326,0.0
feature 17327,0.0
feature 17328,0.0
feature 17329,0.0
feature 17330,0.0
feature 17331,0.0
feature 17332,0.0
feature 17333,0.0
feature 17334,0.0
feature 17335,0.0
feature 17336,0.0
feature 17337,0.0
feature 17338,0.0
feature 17339,0.0
feature 17340,0.0
feature 17341,0.0
feature 17342,0.0
feature 17343,0.0
feature 17344,0.0
feature 17345,0.0
feature 17346,0.0
feature 17347,0.0
feature 17348,0.0
feature 17349,0.0
feature 17350,0.0
feature 17351,0.0
feature 17352,0.0
feature 17353,0.0
feature 17354,0.0
feature 17355,0.0
feature 17356,0.0
feature 17357,0.0
feature 17358,0.0
feature 17359,0.0
feature 17360,0.0
feature 17361,0.0
feature 17362,0.0
feature 17363,0.0
feature 17364,0.0
feature 17365,0.0
feature 17366,0.0
feature 17367,0.0
feature 17368,0.0
feature 17369,0.0
feature 17370,0.0
feature 17371,0.0
feature 17372,0.0
feature 17373,0.0
feature 17374,0.0
feature 17375,0.0
feature 17376,0.0
feature 17377,0.0
feature 17378,0.0
feature 17379,0.0
feature 17380,0.0
feature 17381,0.0
feature 17382,0.0
feature 17383,0.0
feature 17384,0.0
feature 17385,0.0
feature 17386,0.0
feature 17387,0.0
feature 17388,0.0
feature 17389,0.0
feature 17390,0.0
feature 17391,0.0
feature 17392,0.0
feature 17393,0.0
feature 17394,0.0
feature 17395,0.0
feature 17396,0.0
feature 17397,0.0
feature 17398,0.0
feature 17399,0.0
feature 17400,0.002105263157894721
feature 17401,0.0
feature 17402,0.0
feature 17403,0.0
feature 17404,0.0
feature 17405,0.0
feature 17406,0.0
feature 17407,0.0
feature 17408,0.0
feature 17409,0.0
feature 17410,0.0
feature 17411,0.0
feature 17412,0.0
feature 17413,0.0
feature 17414,0.0
feature 17415,0.0
feature 17416,0.0
feature 17417,0.0
feature 17418,0.0
feature 17419,0.0
feature 17420,0.00042105263157894425
feature 17421,0.0
feature 17422,0.0
feature 17423,0.0
feature 17424,0.0
feature 17425,0.0
feature 17426,0.0
feature 17427,0.0
feature 17428,0.0
feature 17429,0.0
feature 17430,0.0
feature 17431,0.0
feature 17432,0.0
feature 17433,0.0
feature 17434,0.0
feature 17435,0.0
feature 17436,0.0
feature 17437,0.0
feature 17438,0.0
feature 17439,0.0
feature 17440,0.0
feature 17441,0.0
feature 17442,0.0
feature 17443,0.0
feature 17444,0.0
feature 17445,0.0
feature 17446,0.0
feature 17447,0.0
feature 17448,0.0
feature 17449,0.0
feature 17450,0.0
feature 17451,0.0
feature 17452,0.0
feature 17453,0.0
feature 17454,0.0
feature 17455,0.0
feature 17456,0.0
feature 17457,0.0
feature 17458,0.0
feature 17459,0.0
feature 17460,0.0
feature 17461,0.0
feature 17462,0.0
feature 17463,0.0
feature 17464,0.0
feature 17465,0.0
feature 17466,0.0
feature 17467,0.0
feature 17468,0.0
feature 17469,0.0
feature 17470,0.0
feature 17471,0.0
feature 17472,0.0
feature 17473,0.0
feature 17474,0.007578947368421063
feature 17475,0.0
feature 17476,0.0
feature 17477,0.0
feature 17478,0.0
feature 17479,0.0
