trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,framewise_displacement,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,a_comp_cor_05,csf,white_matter
-0.0499336,-0.07023120000000001,0.031210200000000004,0.000232546,-0.0011329,0.00212609,0.15288951000000006,0.17914619829999995,-0.0736450475,0.0465177724,0.0528847034,-0.0611908753,-0.0049494228,441.69052154447286,451.9789721949556
-0.0332277,-0.0189859,-0.00459371,-0.000122533,-0.0011329,0.00196949,0.12933906,0.1066855732,-0.0275483344,0.0247171914,0.063492313,0.0818302347,-0.0326728705,442.249225565403,452.5049186541335
-0.0274674,-0.0790657,-0.0230396,0.000454562,-0.0011329,0.00192472,0.11537924,0.074108986,-0.007792907299999999,0.0772907001,0.0654467766,-0.0346510657,-0.1232071036,443.3812883931844,452.8211435168424
-0.0441074,0.0259969,-0.00439553,-0.00043401,-0.00138781,0.00185446,0.20103377,0.0435202747,0.0755742674,-0.0131065944,0.0317767186,0.1879858988,-0.0914028579,444.0194694277088,453.3008520130932
-0.00481701,-0.105655,0.07855149999999997,0.00119534,0.00101995,0.000447269,0.52610437,-0.0486560777,0.0754845792,-0.0462399784,-0.2017811124,-0.0436918677,-0.1224981805,443.79255286157854,453.484526389686
0.026107,-0.07818659999999998,0.0568131,0.000919838,0.000981399,0.000413206,0.09753661,-0.02320188,0.026457659,0.0424348337,-0.1924821292,0.0577068783,-0.0911442124,442.1477276036519,453.17148691947176
0.00768731,-0.0388032,0.0844008,0.000763716,0.000334931,0.000413205,0.12552033999999998,0.0030039185,0.0056740485,-0.07175126400000001,-0.2250493823,0.0191346484,-0.0603502973,443.6781835005526,453.0319103202236
0.00714161,-0.0694407,0.0507104,0.00108686,0.000563887,0.000501579,0.09689729999999996,0.0229457802,0.0186192965,-0.0234198848,-0.1346613841,-0.020707023,0.0089752006,443.15766721542263,452.8724250178853
0.00284343,-0.0927496,0.06597760000000001,0.00129871,0.0005466469999999999,0.000413205,0.05874748,0.0636184346,-0.06973794679999999,0.017175722,-0.1963288704,-0.0489043751,0.0437985193,442.37972294479727,452.5017332616391
0.00760531,-0.013807499999999999,0.0464746,0.00108713,0.000491435,0.00052291,0.12203183,-0.0106559647,-0.0162177955,0.0016498953,-0.1371327127,0.0589783597,0.1355993013,442.9707993102888,453.0128643276007
-0.0110492,-0.0957009,0.060258000000000006,0.000869458,0.0008168929999999999,0.0005949519999999999,0.14508991,0.008548994799999998,-0.0020796461,-0.0410984859,-0.1677127325,-0.1074786415,0.019258287,443.2567227128536,453.1295044418303
0.0110116,-0.0369155,0.0328317,0.000555401,0.000334932,0.000482377,0.15370215000000004,-0.0419677063,0.0380124704,0.0498053131,-0.1158490789,0.045907351,0.1115172744,443.64805977393667,453.3924652284799
-0.00535969,-0.0906992,0.055115,0.000794495,0.00051334,0.000413205,0.11677199,0.028264584900000007,0.0059689802000000005,-0.046517376500000006,-0.1540628052,-0.07682521829999998,-0.024380601,443.7796814623037,453.0216407475463
